"1233","2012-06-1305","2013-08-25","2013-09-23"
"1234","2012-06-1305","2013-09-25","2013-10-23"
"1237","2013-06-1461","2013-08-25","2013-09-23"
"1238","2013-06-1461","2013-09-25","2013-10-23"
"1239","2009-01-0891","2013-06-25","2013-07-23"
"1240","2009-01-0891","2013-07-25","2013-08-23"
"1241","2009-01-0891","2013-08-25","2013-09-23"
"1242","2009-01-0891","2013-09-25","2013-10-23"
"1244","2010-06-1039","2013-09-25","2013-10-23"
"1247","2010-05-1016","2013-08-25","2013-09-23"
"1251","2012-08-1320","2013-08-25","2013-09-23"
"1252","2012-08-1320","2013-09-25","2013-10-23"
"1258","2010-04-0990","2013-09-25","2013-10-23"
"1259","2007-07-0749","2013-07-24","2013-08-23"
"1260","2007-06-0720","2013-08-25","2013-09-23"
"1261","2007-06-0720","2013-09-25","2013-10-23"
"1263","2007-07-0733","2013-09-25","2013-10-23"
"1265","2011-07-1225","2013-07-25","2013-08-23"
"1267","2011-07-1225","2013-09-25","2013-10-23"
"1268","2012-04-1271","2013-09-25","2013-10-23"
"1273","2008-08-0759","2013-09-25","2013-10-23"
"1274","2010-05-1012","2013-03-25","2013-04-23"
"1276","2010-05-1012","2013-07-25","2013-08-23"
"1277","2010-05-1012","2013-08-25","2013-09-23"
"1278","2010-05-1012","2013-09-25","2013-10-23"
"1280","2010-05-1018","2013-01-25","2013-02-23"
"1281","2010-05-1018","2013-02-25","2013-03-23"
"1282","2010-05-1018","2013-03-25","2013-04-23"
"1283","2010-05-1018","2013-04-25","2013-05-23"
"1284","2010-05-1018","2013-08-25","2013-09-23"
"1287","2010-06-1049","2013-08-25","2013-09-23"
"1288","2010-06-1049","2013-09-25","2013-10-23"
"1294","2011-04-1178","2013-09-25","2013-10-23"
"1295","2007-07-0735","2013-08-25","2013-09-23"
"1299","2007-07-0737","2013-08-25","2013-09-23"
"1300","2007-07-0737","2013-09-25","2013-10-23"
"1301","2009-02-0897","2013-07-25","2013-08-23"
"1302","2009-02-0897","2013-08-25","2013-09-23"
"1304","2010-05-1008","2013-06-25","2013-07-23"
"1305","2010-05-1008","2013-07-25","2013-08-23"
"1306","2010-05-1008","2013-08-25","2013-09-23"
"1307","2010-05-1008","2013-09-25","2013-10-23"
"1309","2013-04-1415","2013-09-25","2013-10-23"
"1318","2010-05-1006","2013-05-25","2013-06-23"
"1319","2010-05-1006","2013-06-25","2013-07-23"
"1320","2010-05-1006","2013-07-25","2013-08-23"
"1321","2010-05-1006","2013-08-25","2013-09-23"
"1322","2010-05-1006","2013-09-25","2013-10-23"
"1335","2013-04-1418","2013-09-27","2013-10-25"
"1336","2004-07-0188","2013-09-27","2013-10-25"
"1337","2011-02-1154","2013-09-27","2013-10-25"
"1342","2009-02-0898","2013-09-25","2013-10-23"
"1343","2010-05-1005","2013-01-25","2013-02-23"
"1344","2010-05-1005","2013-02-25","2013-03-23"
"1345","2010-05-1005","2013-03-25","2013-04-23"
"1349","2008-02-0803","2013-09-25","2013-10-23"
"1350","2010-05-1005","2013-05-25","2013-06-23"
"1351","2010-05-1005","2013-06-25","2013-07-23"
"1352","2010-05-1005","2013-07-25","2013-08-23"
"1353","2010-05-1005","2013-08-25","2013-09-23"
"1354","2010-05-1005","2013-09-25","2013-10-23"
"1366","2011-06-1215","2013-08-25","2013-09-23"
"1368","2009-06-0930","2013-06-25","2013-07-23"
"1371","2009-06-0930","2013-09-25","2013-10-23"
"1373","2012-11-1355","2013-08-25","2013-09-23"
"1382","2007-01-0668","2013-08-25","2013-09-22"
"1383","2007-01-0668","2013-09-25","2013-10-22"
"1386","2012-06-1305","2013-08-24","2013-09-22"
"1387","2012-06-1305","2013-09-24","2013-10-22"
"1388","2008-02-0798","2013-09-25","2013-10-23"
"1391","2005-10-0377","2013-09-25","2013-10-23"
"1392","2006-05-0506","2013-08-25","2013-09-23"
"1393","2006-05-0506","2013-09-25","2013-10-23"
"1397","2008-04-0819","2013-09-25","2013-10-23"
"1398","2010-08-1079","2013-07-25","2013-08-23"
"1403","2009-11-0958","2013-09-25","2013-10-22"
"1415","2006-03-0483","2013-09-25","2013-10-23"
"1419","2006-03-0486","2013-08-25","2013-09-23"
"1420","2006-03-0486","2013-09-25","2013-10-23"
"1421","2009-07-0932","2013-09-25","2013-10-23"
"1424","2006-06-0592","2013-07-25","2013-08-23"
"1425","2006-06-0592","2013-08-25","2013-09-23"
"1426","2006-06-0592","2013-09-25","2013-10-23"
"1427","2005-10-0398","2013-09-25","2013-10-23"
"1437","2006-05-0509","2013-03-25","2013-04-23"
"1438","2006-05-0509","2013-04-25","2013-05-23"
"1439","2006-05-0509","2013-05-25","2013-06-23"
"1440","2006-05-0509","2013-06-25","2013-07-23"
"1441","2006-05-0509","2013-07-25","2013-08-23"
"1442","2006-05-0509","2013-08-25","2013-09-23"
"1443","2009-11-0954","2013-09-25","2013-10-23"
"1444","2006-07-0634","2013-06-25","2013-07-23"
"1445","2006-07-0634","2013-07-25","2013-08-23"
"1446","2006-07-0634","2013-08-25","2013-09-23"
"1447","2006-07-0634","2013-09-25","2013-10-23"
"1452","2010-09-1094","2013-09-25","2013-10-23"
"1453","2006-04-0490","2013-09-25","2013-10-23"
"1454","2005-10-0374","2013-08-25","2013-09-23"
"1456","2006-03-0478","2013-09-25","2013-10-23"
"1458","2013-01-1387","2013-08-25","2013-09-23"
"1459","2013-01-1387","2013-09-25","2013-10-23"
